name,position,tags,citation,email,hindex,iindex,maxyear,minyear
Djork-Arné Clevert,Director|  Machine Learning Research|  Bayer AG Bioinformatics None,Bioinformatics| Machine Learning| Deep Learning,4699, clevert.de,19,23,2020,2000
Pedram Ghamisi,|  Division Exploration|  Machine Learning Group (head) Helmholtz-Zentrum Dresden-Rossendorf None,,4745, hzdr.de - ,33,63,2020,2011
Zachary C. Lipton,Assistant Professor of Operations Research & Machine Learning at  CMU None,Machine Learning| Healthcare| Technology & Society| Natural Language Processing| Robustness & Causality,5102, cmu.edu - ,27,40,2020,2008
Jos Martin,Director - Cloud Integration & Parallel Computing|   MathWorks Ltd .,Parallel Computing| GPU Computing| Atomic & Laser Physics| BEC,848, mathworks.com,16,19,2018,1996
Siyakha N Mthunzi,Researcher in Cloud Computing Applications Security. Faculty of Computing|  Engineering and Sciences Cloud Computing None,Cloud Computing| Bio-inspired Security| Proactive Defense,27, research.staffs.ac.uk,3,0,2020,2016
Edris Hamraz,Cloud computing security and Privacy None None,,1, auaf.edu.af,1,0,2018,2003
Souvik Paul,Masters Research Scholar|  Mobile & Cloud Lab|  Institute of Computer Science|  University of Tartu|  Tartu |  Estonia Cloud Computing None,Cloud Computing| Machine Learning| Fog Computing| Internet of Things| #unitartucs,1, ut.ee,1,0,2020,2018
Dr. Alan F. Castillo,President and Enterprise Architect|  Cloud Computing Technologies Homepage None,Cloud Computing| Strategic Advantage,1, CloudComputingTechnologies.com - ,1,0,2014,2014
Naeem Th.Yousir,Lecturer Software as a service in Cloud Computing environment |  AL-Nahrain University Homepage None,E-government - Cloud computing and Distributed Databases,2, coie-nahrain.edu.iq - ,1,0,2018,2008
Samodha Pallewatta,CLOUDS Lab|  Computing and Information Systems|   University of Melbourne |  Australia,IoT| Wireless Communication| Fog computing| Microservices Architecture,4, student.unimelb.edu.au,2,0,2019,2017
Sara Moazzezi Eftekhar,Cloud Computing Cloud Trust Models None,Cloud Trust Models,4, ens.etsmtl.ca,1,0,2019,2018
Vahid Moghadam,cloud computing iran None,iran,4,No verified email,1,0,2012,2012
Umma Khatuna Jannat,Student in Data Engineering and Cloud Computing Homepage None,Research,4, diu.edu.bd - ,1,0,2019,2015
Mutia Fadhilla,Master Student|  Department Computer Science and Information Engineering|  Da-Yeh University Deep learning None,Deep learning| Computer vision,7, cloud.dyu.edu.tw,1,0,2018,2017
Mohan Srikanth,Student of M. Tech - Cloud Computing|   K L University None,CLOUD COMPUTING| BIGDATA| IOT| STREAMING,8, kluniversity.in,1,0,2016,2016
Hieu LE,Research Assistant at High Performance Computing|  Hanoi University of Science and Technology Homepage None,Cloud Computing| Distributed System| Data Analytics| Internet of Things,10, rm-rf.cloud - ,2,0,2017,2016
Tetsuo Furuichi,e-Cloud Computing IoT None,IoT| Embedded System| Information Security| Blockchain,12, e-ccc.com,2,0,2018,2014
Nahla Alwan,the readiness of mobile opearting systems to handle cloud computing services None None,,13, uotechnology.edu.iq,2,0,2018,2012
Shashikant  Ilager,PhD Candidate|  CLOUDS Lab|  Computing and Information Systems|  The  University of Melbourne |  Australia,Distributed Systems| Cloud Computing| Big Data,14, student.unimelb.edu.au - ,2,0,2020,2017
Muhammed Tawfiqul Islam,CLOUDS Lab|  Computing and Information Systems|   University of Melbourne |   Australia,Cloud Computing| Big Data| Resource Management| Internet of Things (IoT),18, student.unimelb.edu.au - ,1,1,2020,2014
TianZhang He,Ph.D. Candidate|  CLOUDS Lab|  Computing and Information Systems|  The  University of Melbourne None,distributed systems| cloud computing| fog computing| IoT,19, student.unimelb.edu.au,3,0,2019,2014
Ibrahim Ejdayid A Mansour,PhD researcher of Cloud Computing|   Bournemouth University None,Cloud Infrastructure| NFV| SDN| Networking and Virtualization.,19, bournemouth.ac.uk - ,2,1,2018,2013
Safiollah Heidari,CLOUDS Lab|  Computing and Information Systems|   University of Melbourne |  Australia,Cloud Computing| Distributed Systems| BigData| Graph Processing| Internet of Things,36, student.unimelb.edu.au,3,1,2019,2012
Yijun Lu,Alibaba Cloud Computing Homepage None,Cloud Computing| Distributed Systems| Database| Machine Learning,47, alibaba-inc.com - ,4,1,2020,2002
Dr. Mircea Boris Vleju,Christian Doppler Laboratory for Client-Centric Cloud Computing Homepage None,Cloud Computing| Identity Management,50, cdcc.faw.jku.at - ,4,1,2017,2008
Pawan Kumar,Assistant Professor of cloud computing cloud computing None,cloud computing| operating system,52, nitttrchd.ac.in,3,2,2019,2015
Sara Kardani Moghaddam,CLOUDS Lab|  Computing and Information Systems|   University of Melbourne |   Australia,Computing Systems| Distributed Systems| Anomaly Detection| Data Mining,54, student.unimelb.edu.au,3,1,2019,2012
Mohammad Goudarzi,CLOUDS Lab|  Computing and Information Systems|   University of Melbourne None,Computer Networks| Cloud Computing| Distributed computing| Mobile cloud computing| Fog computing,57, student.unimelb.edu.au,4,2,2020,2016
Mariam Rady,Christian Doppler Laboratory for Client Centric Cloud Computing -  JKU Linz None,Cloud Computing| Service Level Agreements| Quality of Service| Semantic Web| Web Service Ontologies,57, cdcc.faw.jku.at,5,2,2017,2011
Muhammad Hafizhuddin Hilman,CLOUDS Lab|  School of Computing and Information Systems|   University of Melbourne |  Australia,Computer Networks| High Performance Computing| Parallel Computing| Cloud Computing,58, student.unimelb.edu.au - ,5,0,2020,2010
Rami Amiri,Assistant Professor of Electrical and Computer Engineering|   Saint Cloud State University None,Embedded Systems Design| Communication Platforms Based on FPGA| Cryptography,60, stcloudstate.edu,5,3,2017,2011
Transaction on IoT and Cloud Computing,International Center for Academic Service Homepage None,IoT| Cloud Computing| Computer Science| Communication,69, icas-pub.org - ,5,3,2014,2013
Maninder Singh,Assistant Professor|  Department of Computer Science & IT|   St Cloud State University None,Artificial Intelligence| Machine Learning| Big Data| Data Mining,83, stcloudstate.edu - ,5,2,2020,2012
Xunyun Liu,CLOUDS Lab|  Computing and Information Systems|  The  University of Melbourne |  Australia,Distributed Systems| Cloud Computing| Scheduling| Resource Provisioning| Stream Processing,91, student.unimelb.edu.au - ,6,6,2019,1997
Caesar Wu,CLOUDS Lab|  Computing and Information Systems|  University of Melbourne|   Australia Computer Hardware Design None,Computer Hardware Design| Artificial intelligence| Data Mining| Computer Networks or Wireless Communication,127, computer.org,5,3,2020,2015
Phuong Pham,The Cloud Engineering Services (CloudES)|   Microsoft None,Artificial Intelligence| Human Computer Interaction| Natural Language Processing,175, microsoft.com - ,6,6,2019,2015
Muhammad Ali Ismail,Associate Professor|  PI - National Center of Big data & Cloud Computing  & InCharge|  High Performace Homepage None,High performance Computing| Cloud Computing| Data Analytics| Multi-core Processing| Computer Architecture,202, neduet.edu.pk - ,8,7,2020,1987
Cloud Computing,Unknown affiliation None None,,225,No verified email,8,7,2017,1989
Mainak Adhikari,Mobile & Cloud Lab|  Institute of Computer Science|  University of Tartu|  Tartu|  Estonia Homepage None,Cloud Computing| Serverless Computing| Container-based Scheduling| Fog Computing| #unitartucs,243, ut.ee - ,7,6,2020,2012
Dr. Justice Opara-Martins FHEA,Ph.D in Cloud Computing Homepage None,Cloud Computing| Distributed Systems| Information and Communication Technology| Information Management| BigData,253, bournemouth.ac.uk - ,5,4,2018,2012
Jeff Daniels,Cloud Computing Pioneer|  Professor|  Cybersecurity digitaltransformation None,digitaltransformation| blockchain| devops| cloud computing| cybersecurity,256, lmco.com,4,3,2018,2009
Yahya AL-DHURAIBI,Ph.D. student in Cloud Computing Computer Science None,Computer Science| Cloud Computing| Distributed Systems,261, univ-lille.fr,5,3,2019,2016
Abir Awad,Postdoctoral researcher|  Cloud Security|  Irish Centre for Cloud Computing and Commerce (IC4) Cloud security None,Cloud security| Cryptography| Chaos,264, research.ait.ie,11,11,2019,1985
John Kennedy,Cloud Services Lab|   Intel None,Cloud Computing,265, intel.com,7,4,2019,2007
Spyridon Louvros,5G system Architect - Mobile Cloud & Network Services (MCNS) Homepage None,5G Technologies| NB-IoT| Wireless Communication| Mobile Networks Optimization,287, teledrom.com - ,9,9,2014,2000
Sambit Dutta,Masters in Cloud Computing Homepage None,Cloud Computing| Wireless Sensors| MANET| Network Security| Networking,309, srmuniv.edu.in - ,8,8,2017,1975
Guiling Wang (王桂玲 in Chinese),Research Center for Cloud Computing|  North China University of Technology SoC None,SoC| SOA| service-oriented data integration| stream data integration and analysis| big data,376, ict.ac.cn,9,9,2019,2005
Zahra Abbasi,Cloud computing research engineer|   Ericsson None,Machine learning| Date analytic| Big Data and Cloud Computing| Algorithms| Combinatorial Optimization,478, ericsson.com - ,13,15,2020,2003
Wenjuan Li,CLOUDS Lab|  School of Computing and Information Systems|  University of Melbourne|  Australia cloud computing None,cloud computing| trust| task scheduling,562, sjtu.edu.cn,10,10,2019,2003
Md. Redowan Mahmud,CLOUDS Lab|  Computing and Information Systems|   University of Melbourne |  Australia,Fog Computing| Internet of Things| Mobile Cloud Computing| Edge Computing,779, student.unimelb.edu.au - ,10,10,2020,2014
Vikas Agrawal|  Senior Principal Data Scientist|  Cognitive Computing for Advanced Analytics,Consulting Member of Technical Staff|  Oracle Analytics Cloud|  Oracle Inc. Homepage None,Machine Learning| Artificial Intelligence| Human Computer Interfaces| Virtual Personal Assistants| Personalized Medicine,801, alumni.caltech.edu - ,7,7,2019,1985
Steffen Gebhardt,Earth Observation Solutions and Services (EOSS) GmbH Earth Observation None,Earth Observation| Geosciences| Remote Sensing| GIS| REDD,921, eoss.cloud,10,10,2016,2005
Pero Subasic,Vice President|  Cloud Computing and Big Data|  Docomo Innovations Homepage None,Distributed Computing| Computational Linguistics| Computational Intelligence| Knowledge Engineering| Systems Engineering,1025, acm.org - ,11,12,2019,1991
Sukhpal Singh Gill (Dr),Lecturer (Assistant Professor) of Cloud Computing|   Queen Mary University of London |  UK,Cloud Computing| Energy Efficiency| Resource Management| Healthcare| Artificial Intelligence,1436, qmul.ac.uk - ,21,32,2020,2010
Andrea Detti,"Professor of Mobile Networks and Cloud Computing at  University of Rome ""Tor Vergata"" None",Wireless Network| Information Centric Networking| Software Defined Networking,2527, uniroma2.it - ,23,46,2019,1999
Geoffrey Cloud,Director of Stroke Services  Alfred Health|  Adjunct Professor Stroke Medicine Central Clincal School|   Monash University None,Stroke| cerebrovascular disease,3298, monash.edu,27,43,2020,2003
Nicholas Jing Yuan 袁晶,Chief Scientist & GM of AI Services & Products|  Huawei Cloud & AI Data Mining None,Data Mining| Natural Language Computing| Knowledge Computing| User Modeling,7554, huawei.com,33,55,2020,2008
Sandeep K. Singhal,Director of Cloud Storage Services|   Google None,,10974, google.com,51,95,2018,1978
Rajkumar Buyya,CLOUDS Lab|  School of Computing and Information Systems|  The  University of Melbourne |  Australia,Cloud Computing| Distributed Systems| Edge Computing| Fog Computing| Internet of Things,97167, unimelb.edu.au - ,135,555,2020,1997
Virender Kumar,Professor of Cloud computing Homepage None,cloud computing| network security,21056, futureinstitutions.org - ,62,448,2020,1959
